-0.127933,0.078633,0.226411
0.0024,-0.499392,0.372985
0.091298,0.462664,0.202072
0.227762,-0.138834,0.234614
-0.128252,0.022754,0.085407
0.273681,-0.093738,0.079103
0.213804,0.153572,0.033874
0.053154,0.45146,0.241233
0.249441,0.038922,0.041092
0.137285,-0.902205,0.325003
0.024183,-0.980126,0.405456
-0.090187,-0.7579,0.305056
-0.134207,-0.986874,0.145158
-0.03589,-0.555275,0.354523
-0.138334,-0.128923,0.13293
-0.147561,-0.091724,0.103847
0.217833,-0.881635,0.275895
-0.103409,-0.978987,0.17233
0.273475,-0.022247,0.198325
-0.026679,-0.215975,0.166602
0.109811,0.216351,0.304632
0.173298,0.507916,0.149572
-0.14336,0.050872,0.195755
-0.046356,0.083067,0.319333
0.179199,0.096615,-0.022221
0.046941,0.467983,0.241445
0.048702,-0.148017,0.004063
-0.031138,-0.975548,-0.165448
-0.153263,-0.618591,0.13873
0.007006,0.119436,-0.030516
0.090996,0.461315,0.206218
0.153208,0.022066,-0.047971
0.167197,0.099604,-0.015144
0.029291,-0.162015,-0.06798
-0.082062,-0.371839,-0.014415
0.147786,-0.058127,-0.050189
-0.075361,-0.984217,-0.03786
0.12815,-0.656868,-0.057655
0.185795,0.315214,0.181802
-0.146534,-0.457567,0.093583
0.271865,-0.266364,0.240198
0.262834,-0.475357,0.27516
0.110715,0.256386,0.012614
-0.035951,-0.987358,-0.19926
-0.120146,0.021585,0.059729
0.170302,-0.126897,0.349011
0.217046,0.256414,0.200896
-0.047534,0.06287,0.319405
0.18442,0.168245,0.008119
0.098876,0.429854,0.196867
0.042391,-0.193655,0.380025
0.175561,-0.237736,0.240437
0.259702,0.110838,0.081465
0.236093,-0.712991,0.009113
0.182056,0.249162,0.258007
0.216951,-0.862772,0.295736
-0.125388,0.085327,0.119388
0.176929,0.0687,-0.021042
0.251979,-0.966438,0.195804
0.199802,-0.718117,-0.020274
0.113533,0.141046,-0.019587
0.089783,-0.581852,-0.066034
0.17543,-0.533036,0.353088
0.262628,-0.996809,0.156106
-0.012749,0.23889,0.289156
-0.160437,-0.09069,0.150018
-0.133589,-0.291798,0.263001
0.129321,-0.529295,-0.062895
-0.120996,-0.125334,0.241682
-0.175017,-0.965827,-0.061577
0.062317,0.363717,0.052488
0.090654,-0.0473,-0.060174
0.207518,0.029156,-0.001755
-0.149785,-0.042276,0.120383
0.014325,-0.010378,-0.053921
0.276177,-0.485511,0.249376
0.07287,-0.982485,0.267566
-0.00109,-0.994233,-0.027153
0.08636,0.310822,0.252512
-0.087471,-0.594847,-0.007995
-0.090787,-0.986115,0.212275
-0.190754,-0.974575,0.058469
0.005038,-0.89479,0.312716
0.122859,0.550861,0.063437
0.00612,0.277139,0.046323
0.098913,0.192269,-0.018324
0.192403,-0.091179,0.3396
0.26296,-0.119944,0.054596
0.246475,-0.018852,0.267979
0.283437,0.015735,0.181181
0.002225,-0.995077,-0.023275
-0.119292,0.122477,0.226037
-0.017863,-0.991368,-0.10462
0.033559,0.173763,-0.019418
-0.019485,0.247481,0.024952
0.25387,-0.455807,0.281228
-0.064821,0.11095,-0.001495
0.150331,0.460156,0.117316
0.096955,0.247433,0.011916
-0.040228,-0.732544,-0.032332
0.207402,-0.992422,-0.109728
0.180002,0.221021,0.041311
-0.117898,-0.983779,0.019551
0.088202,0.197922,-0.009973
0.216364,-0.98995,0.018675
0.019771,-0.230295,0.109367
-0.135013,-0.002922,0.235511
0.304667,-1.002153,0.226174
0.247653,0.033106,0.037627
-0.034411,0.348818,0.105084
0.032971,-0.964361,-0.017057
-0.042486,-0.097563,-0.028293
0.227021,0.014545,0.007054
0.066085,-0.054255,-0.064393
0.084005,0.493724,0.265721
-0.101022,0.124702,0.260098
0.250641,-0.05785,0.037579
0.203116,0.079494,-0.00203
0.264641,-0.536854,0.049917
-0.238614,-0.982403,0.074591
-0.115966,-0.091777,0.283496
-0.102793,0.10429,0.035635
